Course Name,Course,Schedule,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
33002 02,33002,2,Accelerated Microeconomics,John,Mountjoy,Autumn 2023,9,8,88.9,3.8,4.6,4.1,4.3,4.1,4.4
33002 81,33002,81,Accelerated Microeconomics,John,Mountjoy,Autumn 2023,18,8,44.4,5.8,4.8,3.9,4.4,4.1,4
33050 01,33050,1,Macroeconomics and the Business Environment,Christina,Patterson,Autumn 2023,39,24,61.5,4.8,4.6,4.3,4.3,4.2,4.2
33050 02,33050,2,Macroeconomics and the Business Environment,Christina,Patterson,Autumn 2023,59,27,45.8,3.7,4.4,4.2,4.4,3.9,3.9
33050 81,33050,81,Macroeconomics and the Business Environment,Christina,Patterson,Autumn 2023,35,24,68.6,3.6,4.4,4.3,4.5,4.2,3.9
33230 01,33230,1,The Economics of Companies,Chad,Syverson,Autumn 2023,14,7,50,4,4.6,4.9,4.1,4.1,4
33230 81,33230,81,The Economics of Companies,Chad,Syverson,Autumn 2023,15,6,40,3.2,4.2,4,3.7,3.7,3.8
33310 81,33310,81,Employment Law for Entrepreneurs and Managers,David,Pogrund,Autumn 2023,18,15,83.3,3.5,4.6,4.6,4.9,4.7,4.8
33401 01,33401,1,Money and Banking,Kilian,Huber,Autumn 2023,64,28,43.8,3.3,4.5,4.3,4.5,4.1,4.4
33401 02,33401,2,Money and Banking,Kilian,Huber,Autumn 2023,41,14,34.1,3.2,4.5,4.4,4.4,4.2,4.1
33401 85,33401,85,Money and Banking,Kilian,Huber,Autumn 2023,65,29,44.6,3.6,4.6,4.4,4.4,4.3,4.3
33502 02,33502,2,International Financial Policy,Guido,Lorenzoni,Autumn 2023,39,18,46.2,3.6,4.1,3.6,4.1,3.8,3.9
33914 50,33914,50,Topics Information Economics,Emir,Kamenica,Autumn 2023,5,5,100,3.8,5,5,5,5,5
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2023,69,35,50.7,6.6,4.5,4.7,4.7,4.5,4.6
34101 02,34101,2,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2023,70,28,40,7.7,4.6,4.7,4.7,4.6,4.6
34101 81,34101,81,Entrepreneurial Finance and Private Equity,James,Fasano,Autumn 2023,29,21,72.4,6.5,4.3,4.4,4.4,4.2,4.3
34102 01,34102,1,New Venture Strategy,Gregory,Bunch,Autumn 2023,60,43,71.7,3.4,4.4,4.8,4.2,4.1,4.2
34102 85,34102,85,New Venture Strategy,James,Schrager,Autumn 2023,32,15,46.9,4.7,4.8,4.9,5,5,4.9
34103 01,34103,1,Building the New Venture,Lindsey,Pippel Lyman,Autumn 2023,29,17,58.6,5.1,4.8,4.8,4.8,4.5,4.8
34106 01,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2023,54,17,31.5,9.7,4.5,4.8,4.8,4.8,4.5
34106 81,34106,81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2023,53,22,41.5,10.2,4.7,4.8,4.9,4.8,4.8
34111 01,34111,1,Entrepreneurial Selling,Michael,Alter,Autumn 2023,53,41,77.4,4.3,4.8,4.8,4.7,4.5,4.4
34111 85,34111,85,Entrepreneurial Selling,Michael,Alter,Autumn 2023,31,26,83.9,5.5,4.8,4.8,4.8,4.8,4.9
34113 81,34113,81,Impact Investing,Priya,Khetarpal,Autumn 2023,60,26,43.3,3.5,4.3,4.5,4.2,4,4.2
34208 01,34208,1,Outperform & Outlast:  Operating and Investing in Closely Held Businesses,Jamie,Shah,Autumn 2023,23,20,87,3.9,5,5,5,5,4.9
34210 01,34210,1,Entrepreneurship in Healthcare and Life Sciences,Brian,Coe,Autumn 2023,54,39,72.2,5.8,4.2,4.3,4.4,4.1,4.1
34302 01,34302,1,Entrepreneurship through Acquisition,Mark,Agnew,Autumn 2023,68,49,72.1,3.9,4.8,4.8,4.8,4.6,4.6
34302 01,34302,1,Entrepreneurship through Acquisition,Brian,O'Connor,Autumn 2023,68,49,72.1,3.9,4.8,4.8,4.8,4.6,4.6
34305 01,34305,1,Private Equity Transactions,Stephen,Ritchie,Autumn 2023,23,9,39.1,4.7,4.6,4.3,4.6,4.6,4.4
34501 01,34501,1,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2023,14,5,35.7,2.4,4.8,4.8,4.6,4.6,4.8
34705 01,34705,1,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2023,59,35,59.3,5.2,4.3,4.3,4.4,3.9,3.8
34705 02,34705,2,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2023,57,34,59.6,4.6,4.3,4.1,4.1,3.9,4.1
35000 01,35000,1,Investments,Niels,Gormsen,Autumn 2023,35,21,60,5.7,4.2,3.9,4,3.7,3.9
35000 02,35000,2,Investments,Niels,Gormsen,Autumn 2023,63,26,41.3,4.5,4.3,4.1,4.3,3.9,3.9
35000 81,35000,81,Investments,Niels,Gormsen,Autumn 2023,64,24,37.5,4.8,4.4,4.5,4.4,4.1,4.3
35001 01,35001,1,Introductory Finance,G M,Constantinides,Autumn 2023,33,21,63.6,5,4,3.9,4.3,4.2,4
35001 85,35001,85,Introductory Finance,G M,Constantinides,Autumn 2023,18,9,50,5.3,3.9,3.8,4.3,4,4
35126 01,35126,1,Quantitative Portfolio Management,Ralph,Koijen,Autumn 2023,41,26,63.4,3.9,4.7,4.7,4.6,4.5,4.6
35126 81,35126,81,Quantitative Portfolio Management,Ralph,Koijen,Autumn 2023,35,20,57.1,5.2,4.7,4.8,4.7,4.6,4.7
35200 01,35200,1,Corporation Finance,Victor,Lyonnet,Autumn 2023,44,31,70.5,3.8,4.3,4.2,4.6,4.2,4.3
35200 02,35200,2,Corporation Finance,Victor,Lyonnet,Autumn 2023,36,13,36.1,3.2,4.3,4.2,4.5,4,3.9
35200 81,35200,81,Corporation Finance,Victor,Lyonnet,Autumn 2023,40,22,55,4.5,4.5,4.4,4.5,4.4,4.5
35201 01,35201,1,Cases in Financial Management,Laura,Born,Autumn 2023,65,24,36.9,6.2,4.9,4.8,4.9,4.8,4.9
35201 81,35201,81,Cases in Financial Management,Laura,Born,Autumn 2023,33,17,51.5,6.2,4.9,4.9,5,5,4.9
35210 01,35210,1,International Corporate Finance,Raghuram G,Rajan,Autumn 2023,44,22,50,5.7,4.6,4.7,4.6,4.5,4.6
35210 81,35210,81,International Corporate Finance,Raghuram G,Rajan,Autumn 2023,40,18,45,6.2,4.8,4.9,4.6,4.5,4.6
35215 01,35215,1,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2023,31,16,51.6,4.5,4.8,4.6,4.6,4.6,4.7
35215 81,35215,81,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2023,21,11,52.4,4.2,4.8,4.5,4.6,4.5,4.5
35220 01,35220,1,Corporate Governance and Activism  - Board and Director Roles in Critical Decisions,Carlin,Adrianopoli,Autumn 2023,47,21,44.7,2.1,4.1,4.4,4.4,4.1,4.3
35220 01,35220,1,Corporate Governance and Activism  - Board and Director Roles in Critical Decisions,Stephen,Hessler,Autumn 2023,47,21,44.7,2.1,4.4,4.5,4.4,4.1,4.3
35220 01,35220,1,Corporate Governance and Activism  - Board and Director Roles in Critical Decisions,Robert,Schriesheim,Autumn 2023,47,21,44.7,2.1,4.3,4.5,4.4,4.1,4.3
36106 01,36106,1,Managerial Decision Modeling,Varun,Gupta,Autumn 2023,15,11,73.3,6.8,4.5,4.5,4.7,4.5,4.3
36106 02,36106,2,Managerial Decision Modeling,Varun,Gupta,Autumn 2023,35,17,48.6,6.2,3.9,3.5,3.9,3.5,3.3
36106 81,36106,81,Managerial Decision Modeling,Varun,Gupta,Autumn 2023,34,17,50,5.6,4.2,4.1,4.3,4.1,4.1
36110 01,36110,1,Application Development,Raghuveera,Betina,Autumn 2023,30,20,66.7,9.8,4.8,4.7,4.9,4.9,4.7
36110 85,36110,85,Application Development,Raghuveera,Betina,Autumn 2023,22,17,77.3,9,4.9,4.8,4.9,4.8,4.6
37000 01,37000,1,Marketing Strategy,Berkeley,Dietvorst,Autumn 2023,63,38,60.3,3.9,4.6,4.5,4.3,4.1,4.2
37000 02,37000,2,Marketing Strategy,Berkeley,Dietvorst,Autumn 2023,61,24,39.3,3.6,4.4,4.3,4.3,3.9,4.1
37000 03,37000,3,Marketing Strategy,Berkeley,Dietvorst,Autumn 2023,59,23,39,2.7,4.4,4.2,4,3.8,3.8
37000 04,37000,4,Marketing Strategy,Bradley,Shapiro,Autumn 2023,58,31,53.4,3.8,4.7,4.8,4.5,4.4,4.6
37000 81,37000,81,Marketing Strategy,Christopher,Krohn,Autumn 2023,62,35,56.5,4.3,4.7,4.9,4.8,4.7,4.9
37101 81,37101,81,Consumer Behavior,Daniel,Bartels,Autumn 2023,60,23,38.3,4,4.3,4.4,4.3,4.1,4.2
37105 01,37105,1,Data Science for Marketing Decision Making,Giovanni,Compiani,Autumn 2023,11,6,54.5,6.5,4.8,4.5,4.7,4.2,4.5
37105 85,37105,85,Data Science for Marketing Decision Making,Giovanni,Compiani,Autumn 2023,13,10,76.9,6.8,4.9,4.8,4.9,4.8,4.9
37301 81,37301,81,Digital Marketing,Lil,Mohan,Autumn 2023,33,17,51.5,3.9,4.8,4.8,4.8,4.8,4.8
37703 85,37703,85,Digital Marketing and MarTech Lab,Lil,Mohan,Autumn 2023,34,15,44.1,6.7,4.6,4.7,4.7,4.8,4.9
38001 01,38001,1,Managing in Organizations,Ann,McGill,Autumn 2023,59,29,49.2,3.3,4.8,4.7,4.4,4.3,4.5
38001 02,38001,2,Managing in Organizations,Ann,McGill,Autumn 2023,63,29,46,2.9,4.5,4.6,4.4,4.1,4.3
38001 03,38001,3,Managing in Organizations,Ann,McGill,Autumn 2023,51,28,54.9,4.1,4.6,4.7,4.5,4.2,4.5
38002 01,38002,1,Managerial Decision Making,Anuj,Shah,Autumn 2023,64,30,46.9,2.7,4.8,4.9,4.6,4.5,4.7
38002 02,38002,2,Managerial Decision Making,Anuj,Shah,Autumn 2023,64,18,28.1,2.9,4.8,4.9,4.8,4.6,4.7
38002 81,38002,81,Managerial Decision Making,Anuj,Shah,Autumn 2023,64,26,40.6,2.9,4.8,4.9,4.7,4.5,4.8
38003 81,38003,81,Power and Influence in Organizations,A. David,Nussbaum,Autumn 2023,26,16,61.5,4.7,4.4,4.4,4.4,4.1,4.3
38003 85,38003,85,Power and Influence in Organizations,A. David,Nussbaum,Autumn 2023,42,17,40.5,3.5,4.6,4.5,4.5,4.2,4.4
38101 81,38101,81,Persuasion: Effective Business Communication,Hal,Weitzman,Autumn 2023,36,24,66.7,3.2,4.7,4.7,4.6,4.3,4.4
38103 01,38103,1,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2023,55,28,50.9,3.2,4.7,4.8,4.8,4.6,4.7
38103 02,38103,2,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2023,55,27,49.1,2.6,4.7,4.6,4.7,4.5,4.8
38103 81,38103,81,Strategies and Processes of Negotiation,Joshua,Dean,Autumn 2023,48,25,52.1,2.8,4.9,4.9,4.9,4.8,4.9
38103 85,38103,85,Strategies and Processes of Negotiation,John,Burrows,Autumn 2023,13,5,38.5,2.8,4.6,5,5,4.8,4.8
38126 01,38126,1,Culture (And Why it Matters),Thomas,Talhelm,Autumn 2023,60,28,46.7,2.3,4.5,4.5,3.8,3.6,3.7
38126 85,38126,85,Culture (And Why it Matters),Thomas,Talhelm,Autumn 2023,20,10,50,3,4.6,4.7,4.5,4.1,4
39101 01,39101,1,Technology Strategy,Marc James,Knez,Autumn 2023,64,20,31.3,4.4,4.3,4,4.6,4.3,4
39101 81,39101,81,Technology Strategy,Marc James,Knez,Autumn 2023,62,21,33.9,4.4,4.5,4.5,4.5,4.2,4.3
40000 01,40000,1,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2023,37,13,35.1,5.1,4.4,4.2,4.2,4.2,4.2
40000 81,40000,81,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2023,38,21,55.3,6.8,4.3,4.5,4.4,4,3.9
40101 01,40101,1,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2023,64,12,18.8,3.2,3.8,3.8,4,3.5,3.6
40101 1,40101,1,Advanced Industrial Organization I,Chad,Syverson,Autumn 2023,20,9,45,3.7,4.6,4.6,4.2,4,4.7
40101 81,40101,81,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2023,64,6,9.4,4,4.3,4.7,4.5,4.3,4.5
41000 01,41000,1,Business Statistics,Tetsuya,Kaji,Autumn 2023,69,22,31.9,2.4,3.5,3.5,3.5,3.3,3.4
41000 02,41000,2,Business Statistics,Tetsuya,Kaji,Autumn 2023,69,36,52.2,2.6,2.9,3.3,3.3,2.9,3.1
41000 03,41000,3,Business Statistics,Nicholas G,Polson,Autumn 2023,61,25,41,3.2,2.3,3.1,2.7,2.4,2.4
41000 81,41000,81,Business Statistics,Carlos,Carvalho,Autumn 2023,61,25,41,2.5,4.2,4,3.9,3.6,4
41000 85,41000,85,Business Statistics,Nicholas G,Polson,Autumn 2023,28,12,42.9,5.2,3.3,3.9,4,3.7,3.5
41100 01,41100,1,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2023,65,29,44.6,4.4,4.4,4.6,4.5,4.3,4.5
41100 02,41100,2,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2023,59,39,66.1,4.4,4.6,4.7,4.7,4.4,4.6
41100 85,41100,85,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2023,29,21,72.4,10.3,4.6,4.7,4.8,4.6,4.7
41175 50,41175,50,Behavioral Economics - Development & Observational Data,Joshua,Dean,Autumn 2023,19,13,68.4,4,4.7,4.8,4.6,4.5,4.5
41175 50,41175,50,Behavioral Economics - Development & Observational Data,Devin,Pope,Autumn 2023,19,13,68.4,4,4.8,4.8,4.6,4.5,4.5
41305 01,41305,1,Statistical Insight into Entrepreneurial Quantitative Consulting with Wide Business Applications,Zvi,Gilula,Autumn 2023,19,16,84.2,3.7,4.3,4.1,4.4,4.3,4.2
41901 50,41901,50,Probability and Statistics,Tetsuya,Kaji,Autumn 2023,17,6,35.3,5.2,4.7,4.7,4.5,4.5,4.3
41916 50,41916,50,"Bayes, AI and Deep Learning",Nicholas G,Polson,Autumn 2023,14,7,50,3.9,3,3.3,3.4,3.3,2.6
41917 50,41917,50,Causal Machine Learning,Max,Farrell,Autumn 2023,11,5,45.5,3,4,4,3.8,3.8,3.6
41917 50,41917,50,Causal Machine Learning,Sanjog,Misra,Autumn 2023,11,5,45.5,3,3.4,3.6,3.8,3.8,3.6
42001 01,42001,1,Competitive Strategy,Thomas,Wollmann,Autumn 2023,64,29,45.3,4.2,4.7,4.9,4.6,4.4,4.6
42001 02,42001,2,Competitive Strategy,Thomas,Wollmann,Autumn 2023,61,35,57.4,3.7,4.8,4.9,4.6,4.5,4.8
42001 03,42001,3,Competitive Strategy,Kathleen,Fitzgerald,Autumn 2023,28,14,50,5.6,4.8,4.8,4.5,4.4,4.6
42001 04,42001,4,Competitive Strategy,Jacob,Leshno,Autumn 2023,64,48,75,3.3,4.5,4.5,4.3,4.1,4.3
42001 05,42001,5,Competitive Strategy,Jacob,Leshno,Autumn 2023,59,36,61,3.3,4.4,4.5,4.3,4.1,4.3
42001 81,42001,81,Competitive Strategy,Thomas,Wollmann,Autumn 2023,63,27,42.9,3.9,4.7,4.8,4.5,4.6,4.7
42001 82,42001,82,Competitive Strategy,Jacob,Leshno,Autumn 2023,57,31,54.4,4,4.3,4.2,4.3,3.9,4.1
42001 85,42001,85,Competitive Strategy,Kathleen,Fitzgerald,Autumn 2023,54,27,50,5.1,4.1,4.4,4.4,4.1,4.1
42121 81,42121,81,Merger & Acquisition Strategy,Stephen,Morrissette,Autumn 2023,70,45,64.3,5.7,4.8,4.8,4.9,4.7,4.8
42125 01,42125,1,Social Sector Strategy and Structure,Christina,Hachikian,Autumn 2023,54,38,70.4,4.2,4.6,4.6,4.6,4.3,4.4
42125 81,42125,81,Social Sector Strategy and Structure,Christina,Hachikian,Autumn 2023,15,8,53.3,3.8,4.6,4.8,4.6,4.4,4.4
42126 01,42126,1,Arts Leadership: Exemplary is Not Enough,Mary,Ittelson,Autumn 2023,37,15,40.5,2.8,4.7,4.8,4.5,4.7,4.7
42201 81,42201,81,The Legal Infrastructure of Business,Randal,Picker,Autumn 2023,70,49,70,3.3,4,4.1,3.8,3.3,3.8
42201 85,42201,85,The Legal Infrastructure of Business,Randal,Picker,Autumn 2023,57,41,71.9,3.7,4.2,4.6,4.1,4,4.2
42300 81,42300,81,Global Health and Social Policy,Olufunmilayo,Olopade,Autumn 2023,13,5,38.5,5,4,4.2,4.4,4,4
42300 81,42300,81,Global Health and Social Policy,Christopher,Olopade,Autumn 2023,13,5,38.5,5,4.4,4.6,4.4,4,4
30000 01,30000,1,Financial Accounting,Valeri,Nikolaev,Autumn 2024,65,24,36.9,3.8,4,3.8,4.2,3.7,4
30000 02,30000,2,Financial Accounting,Valeri,Nikolaev,Autumn 2024,63,20,31.7,4.6,4.4,4.4,4.6,4.3,4.3
30000 03,30000,3,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2024,64,34,53.1,3.8,4.8,4.9,4.6,4.6,4.8
30000 04,30000,4,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2024,30,24,80,4.3,4.2,4.5,4.3,4.1,4.5
30000 05,30000,5,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2024,41,23,56.1,3.9,4.2,4.7,4.2,4.1,4.3
30000 06,30000,6,Financial Accounting,Amoray,Cragun,Autumn 2024,59,20,33.9,3.9,4.8,4.7,4.5,4.3,4.5
30000 07,30000,7,Financial Accounting,Amoray,Cragun,Autumn 2024,65,25,38.5,4,4.5,4.4,4.6,4.4,4.4
30000 08,30000,8,Financial Accounting,Delphine,Samuels,Autumn 2024,52,48,92.3,5.5,4.2,4.1,4.4,4.3,4.1
30000 09,30000,9,Financial Accounting,Delphine,Samuels,Autumn 2024,51,39,76.5,4.5,4.2,4,4.3,3.9,4.1
30000 81,30000,81,Financial Accounting,Valeri,Nikolaev,Autumn 2024,42,22,52.4,6.2,4.2,3.8,4.4,4,4
30000 85,30000,85,Financial Accounting,Wendy,Heltzer,Autumn 2024,49,30,61.2,5.1,4.7,4.4,4.7,4.6,4.6
30116 01,30116,1,Accounting and Financial Analysis,Hans,Christensen,Autumn 2024,70,37,52.9,4.3,4.6,4.7,4.4,4.2,4.3
30116 02,30116,2,Accounting and Financial Analysis,Hans,Christensen,Autumn 2024,67,27,40.3,6.2,4.3,4.3,4.5,4.4,4.3
30116 03,30116,3,Accounting and Financial Analysis,Hans,Christensen,Autumn 2024,64,25,39.1,7.5,4.4,4.5,4.5,4.4,4.4
30118 01,30118,1,Taxes and Business Strategy,Merle,Erickson,Autumn 2024,53,17,32.1,3.9,4.5,4.4,4.6,4.1,4.3
30118 85,30118,85,Taxes and Business Strategy,Merle,Erickson,Autumn 2024,42,18,42.9,5,4.9,4.9,4.9,4.9,4.9
30121 01,30121,1,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Autumn 2024,55,38,69.1,4.4,4.8,4.8,4.7,4.6,4.7
30121 02,30121,2,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Autumn 2024,60,32,53.3,4,4.6,4.5,4.6,4.2,4.3
30121 81,30121,81,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Autumn 2024,52,33,63.5,4.5,4.8,4.6,4.7,4.6,4.7
30121 85,30121,85,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Autumn 2024,28,21,75,4.9,4.8,4.8,4.8,4.5,4.6
30130 01,30130,1,Financial Statement Analysis,Michael,Minnis,Autumn 2024,70,24,34.3,5.5,4.8,4.8,4.9,4.8,4.8
30130 81,30130,81,Financial Statement Analysis,Michael,Minnis,Autumn 2024,69,30,43.5,5.2,4.7,4.8,4.7,4.5,4.7
30133 01,30133,1,Navigating the ESG Landscape: Sustainability Information and Analysis,Christian,Leuz,Autumn 2024,60,20,33.3,4.4,4.7,4.5,4.3,3.9,4
30133 02,30133,2,Navigating the ESG Landscape: Sustainability Information and Analysis,Christian,Leuz,Autumn 2024,45,16,35.6,6,4.7,4.4,4.1,4,4.3
30680 50,30680,50,Topics Information Economics,Emir,Kamenica,Autumn 2024,3,2,66.7,8,5,5,4.5,5,4.5
30900 50,30900,50,Foundations of Accounting Research,Anna,Costello,Autumn 2024,4,1,25,15,5,5,5,5,5
30900 50,30900,50,Foundations of Accounting Research,Michael,Minnis,Autumn 2024,4,1,25,15,5,5,5,5,5
30900 50,30900,50,Foundations of Accounting Research,Douglas,Skinner,Autumn 2024,4,1,25,15,5,5,5,5,5
30930 50,30930,50,Research Seminar in Accounting,Delphine,Samuels,Autumn 2024,6,2,33.3,17.5,4.5,4.5,3.5,3.5,3.5
30930 50,30930,50,Research Seminar in Accounting,Christopher,Stewart,Autumn 2024,6,2,33.3,17.5,4.5,4.5,3.5,3.5,3.5
30930 50,30930,50,Research Seminar in Accounting,Rimmy,Tomy,Autumn 2024,6,2,33.3,17.5,4.5,4.5,3.5,3.5,3.5
31001 01,31001,1,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2024,713,172,24.1,1.7,4.1,3.8,3.7,3.3,3.4
31002 81,31002,81,Leadership Exploration and Development,Robert Ward,Vishny,Autumn 2024,103,93,90.3,2.1,4.5,4.3,4.2,3.9,4
31401 01,31401,1,Interpersonal Dynamics,Darryl,Pure,Autumn 2024,12,7,58.3,4.3,4.3,4.3,5,4.9,4.7
31401 02,31401,2,Interpersonal Dynamics,Darryl,Pure,Autumn 2024,11,6,54.5,3.5,4.3,3.8,4.7,4.5,4.7
31401 04,31401,4,Interpersonal Dynamics,Christine,Carpenter,Autumn 2024,12,8,66.7,3.9,4.6,4.6,4.5,4.3,4.1
31401 06,31401,6,Interpersonal Dynamics,Lisa,Stefanac,Autumn 2024,12,6,50,5.5,4.8,4.8,4.8,4.8,4.7
31401 81,31401,81,Interpersonal Dynamics,Elizabeth,Raphling,Autumn 2024,10,9,90,4.7,4.6,4.8,4.7,4.7,4.6
31401 82,31401,82,Interpersonal Dynamics,Hugh,Cole,Autumn 2024,12,5,41.7,5,5,4.6,5,4.8,4.6
31402 01,31402,1,Leadership Practicum,Christopher,Collins,Autumn 2024,24,7,29.2,3.9,4.4,4.3,4.4,4.3,4.3
31403 85,31403,85,Leadership Studio,Harry L,Davis,Autumn 2024,30,18,60,5.3,5,4.9,4.9,4.9,4.9
31403 85,31403,85,Leadership Studio,Nancy,Tennant,Autumn 2024,30,18,60,5.3,4.9,4.9,4.9,4.9,4.9
31404 01,31404,1,Leadership Lab,Christopher,Collins,Autumn 2024,20,10,50,3.6,4.7,4.5,4.3,4,3.7
31425 81,31425,81,Real Estate and Equity: Leveling the Playing Field,Ernst,Valery,Autumn 2024,18,10,55.6,2.7,3.3,3.7,3.5,3,3.3
32100 01,32100,1,Data Analysis with R and Python,Lara,Kattan,Autumn 2024,20,6,30,3.2,4.3,4.3,4.8,4.7,4.3
32100 81,32100,81,Data Analysis with R and Python,Lara,Kattan,Autumn 2024,29,16,55.2,3.6,4.4,4.6,4.4,4.2,4.4
32400 50,32400,50,Probability and Statistics,Tetsuya,Kaji,Autumn 2024,24,10,41.7,5,4.6,4.6,4.7,4.6,4.5
33001 01,33001,1,Microeconomics,Alexander,Frankel,Autumn 2024,65,27,41.5,2.9,4.4,4.2,4.1,4,4.1
33001 02,33001,2,Microeconomics,Alexander,Frankel,Autumn 2024,65,28,43.1,3.3,4.3,3.8,4.1,3.9,3.9
33001 03,33001,3,Microeconomics,Daniel,Rappoport,Autumn 2024,62,23,37.1,3.3,3.6,3.4,3.8,3.4,3.5
33001 04,33001,4,Microeconomics,Daniel,Rappoport,Autumn 2024,60,17,28.3,3.9,3.5,3.5,3.8,3.5,3.6
33001 05,33001,5,Microeconomics,Michael,Gibbs,Autumn 2024,64,23,35.9,3.3,4.5,4.5,4.2,4,4.3
33001 06,33001,6,Microeconomics,Michael,Gibbs,Autumn 2024,64,14,21.9,4.4,3.9,4.4,4.1,4,3.9
33001 07,33001,7,Microeconomics,Andrew,McClellan,Autumn 2024,64,26,40.6,3.1,4.4,4.2,4.2,3.8,4.1
33001 08,33001,8,Microeconomics,Andrew,McClellan,Autumn 2024,58,26,44.8,4.1,4.3,3.9,4.1,3.9,4
33001 09,33001,9,Microeconomics,Andrew,McClellan,Autumn 2024,57,37,64.9,4.7,4.2,3.9,4.2,3.9,4.1
33001 81,33001,81,Microeconomics,Alexander,Frankel,Autumn 2024,46,26,56.5,4.5,4.5,4.2,4.3,4,4.1
33001 85,33001,85,Microeconomics,Daniel,Rappoport,Autumn 2024,16,9,56.3,6.8,3.6,4,3.7,3.2,3.3
33002 01,33002,1,Accelerated Microeconomics,John,Mountjoy,Autumn 2024,22,15,68.2,4.5,4.8,4.9,4.9,4.6,4.8
33002 02,33002,2,Accelerated Microeconomics,John,Mountjoy,Autumn 2024,57,35,61.4,4.1,4.7,4.4,4.4,4,4.4
33002 81,33002,81,Accelerated Microeconomics,John,Mountjoy,Autumn 2024,18,16,88.9,4.5,4.7,4.6,4.5,4.3,4.3
33032 81,33032,81,Managing the Workplace,Stacey,Kole,Autumn 2024,37,13,35.1,3.5,4.2,4.2,4.2,3.9,3.9
33050 01,33050,1,Macroeconomics and the Business Environment,Erik G,Hurst,Autumn 2024,59,16,27.1,5.9,4.9,4.9,4.6,4.6,4.4
33050 02,33050,2,Macroeconomics and the Business Environment,Erik G,Hurst,Autumn 2024,61,27,44.3,5.4,4.1,4.4,4,3.8,3.8
33230 01,33230,1,The Economics of Companies,Chad,Syverson,Autumn 2024,21,11,52.4,4.8,4.5,4.5,4.1,4,4.3
33351 81,33351,81,The Business of Pharmaceuticals,Ream,Qato,Autumn 2024,54,21,38.9,3.9,4,4.3,4.5,4.4,4.3
33520 85,33520,85,The Wealth of Nations,Chang-Tai,Hsieh,Autumn 2024,59,19,32.2,4.4,4.2,4.4,4.3,4.2,4.1
33914 50,33914,50,Topics Information Economics,Emir,Kamenica,Autumn 2024,4,2,50,12.5,5,5,5,5,5
33921 50,33921,50,Advanced Industrial Organization I,Chad,Syverson,Autumn 2024,10,2,20,6.5,5,5,5,5,5
33946 50,33946,50,International Macroeconomics and Trade,Rodrigo,Adao,Autumn 2024,3,2,66.7,10,4,4.5,5,4.5,4
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2024,70,28,40,7.1,4.3,4.4,4.6,4.4,4.4
34101 02,34101,2,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2024,68,22,32.4,6.7,4.2,4.6,4.5,4.3,4.4
34101 81,34101,81,Entrepreneurial Finance and Private Equity,James,Fasano,Autumn 2024,18,9,50,7.9,4.1,4.1,4.3,3.9,3.9
34102 01,34102,1,New Venture Strategy,Gregory,Bunch,Autumn 2024,49,38,77.6,4.1,4.6,4.8,4.4,4,4.3
34103 01,34103,1,Building the New Venture,Scott,Metcalf,Autumn 2024,42,18,42.9,5.6,4.3,4.3,4.2,4.1,4.1
